iteration,step,total_loss,loss_pde,loss_bc,loss_data,E_pred,nu_pred
6,1000,85.25740788690291,0.298328905033055,0.894237107116041,0.7601670791070944,21979.238453062593,0.017537202359345614
6,1500,85.11905378881045,0.27701005488767755,0.8971280697257504,0.7587076303666525,22937.005523999513,0.014600341367715134
6,2000,85.77510241132104,0.9684823373380116,0.9032717505203551,0.7577390256877947,23402.175046414162,0.01036771204133789
7,0,77.2369273333864,0.4223488057787694,0.8964248076216029,0.678503304513916,23902.17038452508,0.011367712041258563
7,500,77.06680128785706,0.24663960755419304,0.827007051624356,0.6855009116405931,21145.519056835677,0.006858447843072343
7,1000,77.3067834740971,0.5889492384346743,0.8243467705613442,0.6847436653004897,22827.55341642721,0.004174456456933859
7,1500,77.06947929198734,0.3440347910582118,0.8228335080991153,0.6849710941993797,22651.703529987855,-0.000663563505247606
7,2000,77.05256962259803,0.5627955840227067,0.8139021500389926,0.683507525381854,23673.242216658477,-0.0057175737618377995
8,0,75.15442601782769,0.43248072018308537,0.8128818662797025,0.6659312663484759,24173.239338305106,-0.006717573761791424
8,500,75.04619828952686,0.17183735967941371,0.789624933716213,0.6697811159268531,21693.092282567864,-0.007880143158999256
8,1000,74.96778155061544,0.19832835386357278,0.7945281456628058,0.6682417174012381,22989.842803830605,-0.009802867991918018
8,1500,74.77909312809344,0.19763447373191947,0.7869264079553606,0.667121945748079,24015.974557656828,-0.012686296829343736
8,2000,74.97342761316327,0.4393509960580567,0.7872249588231475,0.6666182702887374,24393.721764033995,-0.01697350367942245
9,0,70.65701515405685,0.38632691697880606,0.7848515986260312,0.6242217225081773,23893.724875678756,-0.015973503679532937
9,500,71.04496024789016,0.22732020052522323,0.7520410859228586,0.6329722918813634,19031.769571469413,-0.025243500401923268
9,1000,71.14595078408095,0.1781065680349067,0.787487383041196,0.6309297038563407,20824.103362367976,-0.028647692144865518
9,1500,70.67629088620785,0.17967895491379546,0.7582319223514755,0.629142927077793,22240.631126141012,-0.033341732325597
9,2000,70.5976041062722,0.21880296989084233,0.7567319338733165,0.6281148179764819,23301.957284848337,-0.03891513708477664
